maker-21-augustus-gene-31.0-mRNA-1	IPR006769,IPR039055
maker-59-augustus-gene-258.4-mRNA-1	IPR001356,IPR003893,IPR006311,IPR008422
maker-40-augustus-gene-5.21-mRNA-1	IPR001680,IPR015048,IPR015505,IPR017986,IPR027337
snap_masked-113100-processed-gene-0.29-mRNA-1	IPR007273
maker-6-snap-gene-168.0-mRNA-1	IPR001394,IPR028889
maker-268-augustus-gene-29.31-mRNA-1	IPR003406
maker-207-augustus-gene-15.21-mRNA-1	IPR025714
maker-50-snap-gene-7.5-mRNA-1	IPR000608
snap_masked-228-processed-gene-3.21-mRNA-1	IPR004031,IPR008368
maker-145-augustus-gene-13.14-mRNA-1	IPR018967,IPR019610
maker-54-augustus-gene-171.2-mRNA-1	IPR028258,IPR042855
maker-238-augustus-gene-35.4-mRNA-1	IPR001375
snap_masked-212-processed-gene-3.5-mRNA-1	IPR013662
snap_masked-30-processed-gene-3.4-mRNA-1	IPR003961,IPR012013,IPR015812
snap_masked-13-processed-gene-162.6-mRNA-1	IPR003859,IPR027791,IPR027995
maker-12-augustus-gene-169.9-mRNA-1	IPR006680,IPR032465
snap_masked-172-processed-gene-58.27-mRNA-1	IPR033028
maker-268-augustus-gene-5.19-mRNA-1	IPR012858
snap_masked-235-processed-gene-1.3-mRNA-1	IPR001881
maker-25-augustus-gene-29.10-mRNA-1	IPR000742,IPR000859,IPR001304,IPR002049,IPR002165,IPR013111,IPR016201
maker-6-augustus-gene-194.3-mRNA-1	IPR002524,IPR040177
maker-25-snap-gene-79.26-mRNA-1	IPR003029,IPR003107,IPR008847,IPR013026,IPR022967
maker-153-augustus-gene-16.3-mRNA-1	IPR001680,IPR017986,IPR020472,IPR021772
maker-12-augustus-gene-48.8-mRNA-1	IPR005821
maker-1-augustus-gene-182.2-mRNA-1	IPR001414
maker-8-augustus-gene-71.7-mRNA-1	IPR029479
maker-343-augustus-gene-5.4-mRNA-1	IPR002737
augustus_masked-8-processed-gene-170.3-mRNA-1	IPR018787
maker-192927-snap-gene-0.9-mRNA-1	IPR001750,IPR010934
augustus_masked-336-processed-gene-1.17-mRNA-1	IPR000276,IPR000363,IPR002233,IPR017452
augustus_masked-13-processed-gene-31.5-mRNA-1	IPR007852,IPR032041
maker-7-augustus-gene-256.12-mRNA-1	IPR000562,IPR001304
snap_masked-6-processed-gene-367.1-mRNA-1	IPR026502,IPR029344
augustus_masked-13-processed-gene-94.14-mRNA-1	IPR014810,IPR039883
snap_masked-38-processed-gene-19.20-mRNA-1	IPR000436
maker-142-snap-gene-25.8-mRNA-1	IPR007726
snap_masked-38-processed-gene-10.7-mRNA-1	IPR005821,IPR028325
maker-422-augustus-gene-32.15-mRNA-1	IPR000195,IPR001849
maker-7-augustus-gene-203.11-mRNA-1	IPR008216
maker-17-snap-gene-40.5-mRNA-1	IPR006671,IPR013763,IPR031658
augustus_masked-7-processed-gene-116.5-mRNA-1	IPR013087
maker-13-augustus-gene-211.8-mRNA-1	IPR004023
maker-47-augustus-gene-20.0-mRNA-1	IPR000538
augustus_masked-9-processed-gene-73.17-mRNA-1	IPR039715
maker-203-snap-gene-5.5-mRNA-1	IPR000782,IPR032954
snap_masked-398-processed-gene-9.5-mRNA-1	IPR000742,IPR001881,IPR002049
maker-49-augustus-gene-43.1-mRNA-1	IPR000362,IPR019468,IPR022761
augustus_masked-445-processed-gene-0.74-mRNA-1	IPR000048,IPR003117
maker-186-snap-gene-4.40-mRNA-1	IPR000269,IPR015798,IPR032952
maker-99-augustus-gene-117.0-mRNA-1	IPR000008,IPR030542
maker-36-snap-gene-9.16-mRNA-1	IPR000749,IPR022413,IPR022414
maker-318-augustus-gene-17.0-mRNA-1	IPR000772
maker-314-snap-gene-1.14-mRNA-1	IPR001627,IPR027231
maker-151-augustus-gene-3.1-mRNA-1	IPR004299,IPR032980
augustus_masked-54-processed-gene-26.5-mRNA-1	IPR001841,IPR018957,IPR019485,IPR023336,IPR024627,IPR035714
maker-152-augustus-gene-31.11-mRNA-1	IPR015590
maker-422-snap-gene-11.11-mRNA-1	IPR012173
maker-226-snap-gene-0.3-mRNA-1	IPR000082,IPR000859,IPR002172
snap_masked-371-processed-gene-6.7-mRNA-1	IPR000436,IPR026918
maker-55-augustus-gene-10.19-mRNA-1	IPR001699
maker-0start-augustus-gene-133.3-mRNA-1	IPR001841,IPR008598,IPR034734
maker-13-augustus-gene-122.1-mRNA-1	IPR013122,IPR039031
maker-99-augustus-gene-48.6-mRNA-1	IPR002110,IPR006034,IPR020683,IPR027474,IPR040919
snap_masked-80-processed-gene-17.3-mRNA-1	IPR011106
maker-7-augustus-gene-90.0-mRNA-1	IPR003604,IPR013087
augustus_masked-32-processed-gene-209.0-mRNA-1	IPR005033,IPR040930
augustus_masked-448-processed-gene-2.44-mRNA-1	IPR002587,IPR013021
augustus_masked-3-processed-gene-69.0-mRNA-1	IPR026299
maker-15-snap-gene-197.0-mRNA-1	IPR001356,IPR031701,IPR032949
maker-372-augustus-gene-10.5-mRNA-1	IPR002618,IPR039741
snap_masked-30-processed-gene-20.17-mRNA-1	IPR033162
augustus_masked-23-processed-gene-21.23-mRNA-1	IPR001873
maker-17-snap-gene-7.8-mRNA-1	IPR002110,IPR020683,IPR042479
augustus_masked-0start-processed-gene-173.8-mRNA-1	IPR000276,IPR009150,IPR017452,IPR027348
augustus_masked-172-processed-gene-52.14-mRNA-1	IPR000436,IPR000800,IPR006558,IPR008754,IPR030433
augustus_masked-229-processed-gene-3.6-mRNA-1	IPR027272,IPR031334,IPR031805
augustus_masked-316-processed-gene-10.1-mRNA-1	IPR019736,IPR028712
maker-172-augustus-gene-11.22-mRNA-1	IPR013087
maker-282-augustus-gene-4.6-mRNA-1	IPR024845
maker-2-snap-gene-223.2-mRNA-1	IPR000719,IPR027084
maker-15-augustus-gene-155.11-mRNA-1	IPR001680,IPR017986,IPR020472
maker-29-augustus-gene-2.0-mRNA-1	IPR005365
augustus_masked-55-processed-gene-7.29-mRNA-1	IPR003598,IPR003599,IPR007110,IPR013106
augustus_masked-218-processed-gene-0.10-mRNA-1	IPR015668,IPR024670
augustus_masked-7-processed-gene-60.4-mRNA-1	IPR024581
snap_masked-25-processed-gene-85.20-mRNA-1	IPR039927
augustus_masked-32-processed-gene-183.4-mRNA-1	IPR000647
maker-326-augustus-gene-0.14-mRNA-1	IPR000591,IPR015898,IPR016137,IPR040759
maker-15-augustus-gene-43.6-mRNA-1	IPR000651,IPR001849,IPR001895,IPR008937
maker-14-snap-gene-36.4-mRNA-1	IPR013026,IPR019734,IPR021183
maker-87-snap-gene-4.15-mRNA-1	IPR011761,IPR013651
maker-7-augustus-gene-16.9-mRNA-1	IPR026194
augustus_masked-7-processed-gene-19.19-mRNA-1	IPR004843
augustus_masked-8-processed-gene-153.5-mRNA-1	IPR000961,IPR017892
maker-21-augustus-gene-45.4-mRNA-1	IPR000082,IPR001254,IPR001314
snap_masked-152-processed-gene-10.0-mRNA-1	IPR037393
maker-18-augustus-gene-115.10-mRNA-1	IPR000008,IPR014772,IPR019558,IPR027080,IPR027087
snap_masked-15-processed-gene-176.19-mRNA-1	IPR003968,IPR005821,IPR028325
maker-46-augustus-gene-5.11-mRNA-1	IPR000315,IPR001841,IPR001870,IPR003877,IPR003879,IPR006574
snap_masked-9-processed-gene-17.3-mRNA-1	IPR013057
maker-372-snap-gene-7.26-mRNA-1	IPR001387,IPR013729
maker-442-augustus-gene-15.40-mRNA-1	IPR000719
snap_masked-272-processed-gene-18.12-mRNA-1	IPR006201,IPR006202
augustus_masked-252-processed-gene-0.5-mRNA-1	IPR000584,IPR008145
augustus_masked-54-processed-gene-22.1-mRNA-1	IPR024868
augustus_masked-13-processed-gene-5.18-mRNA-1	IPR000372,IPR000483,IPR001611
snap_masked-197-processed-gene-5.11-mRNA-1	IPR029829,IPR040223
augustus_masked-385-processed-gene-1.45-mRNA-1	IPR012461
maker-245-augustus-gene-2.21-mRNA-1	IPR000242,IPR000387,IPR003595,IPR027262
maker-60-augustus-gene-0.4-mRNA-1	IPR019265
maker-159-augustus-gene-1.4-mRNA-1	IPR001102,IPR002931,IPR008958
maker-14-augustus-gene-55.15-mRNA-1	IPR001648
maker-230-snap-gene-3.21-mRNA-1	IPR004269,IPR018143,IPR032935
maker-2-augustus-gene-302.5-mRNA-1	IPR001810,IPR006553
maker-193-augustus-gene-0.0-mRNA-1	IPR000571,IPR004170,IPR012317,IPR041360
augustus_masked-243-processed-gene-10.19-mRNA-1	IPR000451,IPR000488,IPR002110,IPR002909,IPR011539,IPR020683,IPR032397
maker-249-augustus-gene-0.7-mRNA-1	IPR012988,IPR016082,IPR039699
snap_masked-110730-processed-gene-0.0-mRNA-1	IPR001841
maker-323-augustus-gene-68.29-mRNA-1	IPR002928
maker-303-augustus-gene-2.2-mRNA-1	IPR001356,IPR020479,IPR031250,IPR042982
maker-14-augustus-gene-51.6-mRNA-1	IPR000330,IPR001005,IPR001650,IPR014001,IPR015195,IPR017884,IPR029915
augustus_masked-8-processed-gene-36.0-mRNA-1	IPR019399
augustus_masked-16-processed-gene-53.14-mRNA-1	IPR037660
maker-145-augustus-gene-17.25-mRNA-1	IPR000073,IPR039097
maker-67-snap-gene-23.4-mRNA-1	IPR007900
maker-51-augustus-gene-6.12-mRNA-1	IPR000719,IPR015661
maker-29-augustus-gene-101.38-mRNA-1	IPR001128,IPR002402,IPR008072
snap_masked-248622-processed-gene-0.3-mRNA-1	IPR015359
maker-21-augustus-gene-72.7-mRNA-1	IPR002181,IPR012290,IPR037581
maker-1-augustus-gene-372.3-mRNA-1	IPR013111,IPR015812,IPR027070
snap_masked-263-processed-gene-5.27-mRNA-1	IPR000219,IPR033360
maker-113035-snap-gene-0.1-mRNA-1	IPR001680,IPR017383,IPR017986,IPR030141
maker-212-augustus-gene-3.21-mRNA-1	IPR000493,IPR000699
augustus_masked-54-processed-gene-64.8-mRNA-1	IPR000210,IPR011705,IPR042884
snap_masked-131-processed-gene-1.1-mRNA-1	IPR008166
augustus_masked-241-processed-gene-1.11-mRNA-1	IPR001611,IPR003591
maker-4-snap-gene-149.3-mRNA-1	IPR000504,IPR003954
maker-32-augustus-gene-220.5-mRNA-1	IPR000192
maker-1-augustus-gene-38.5-mRNA-1	IPR001440,IPR013026,IPR019734
snap_masked-442-processed-gene-4.14-mRNA-1	IPR003961
augustus_masked-112892-processed-gene-2.6-mRNA-1	IPR005043
maker-272-snap-gene-1.31-mRNA-1	IPR000608
maker-8-augustus-gene-269.3-mRNA-1	IPR024957
maker-172-snap-gene-28.16-mRNA-1	IPR001680
maker-12-snap-gene-68.0-mRNA-1	IPR024581,IPR039669
augustus_masked-39-processed-gene-62.2-mRNA-1	IPR011701,IPR020846
augustus_masked-29-processed-gene-82.2-mRNA-1	IPR001128,IPR002401
maker-32-augustus-gene-205.9-mRNA-1	IPR001377
maker-86-augustus-gene-5.15-mRNA-1	IPR002048
maker-109-augustus-gene-42.4-mRNA-1	IPR035426
maker-159-augustus-gene-1.0-mRNA-1	IPR006569,IPR006903,IPR032337
maker-1-snap-gene-107.2-mRNA-1	IPR001356,IPR003654
maker-43-augustus-gene-9.3-mRNA-1	IPR004182,IPR031968
maker-112352-augustus-gene-0.3-mRNA-1	IPR001111,IPR001839,IPR015615
maker-282-augustus-gene-1.4-mRNA-1	IPR039672
maker-10-snap-gene-91.0-mRNA-1	IPR003927,IPR004031,IPR006187
snap_masked-435-processed-gene-2.10-mRNA-1	IPR004942,IPR037587
maker-398-augustus-gene-19.17-mRNA-1	IPR001632,IPR001680,IPR016346,IPR017986,IPR020472
maker-13-snap-gene-0.13-mRNA-1	IPR004342
snap_masked-112642-processed-gene-0.0-mRNA-1	IPR006730
snap_masked-218-processed-gene-12.5-mRNA-1	IPR007110
snap_masked-59-processed-gene-173.3-mRNA-1	IPR001054,IPR009398
snap_masked-46-processed-gene-0.1-mRNA-1	IPR001715,IPR040166
snap_masked-0start-processed-gene-238.7-mRNA-1	IPR001214
maker-459-augustus-gene-4.2-mRNA-1	IPR001163
augustus_masked-219-processed-gene-11.0-mRNA-1	IPR005952,IPR013078
maker-64-augustus-gene-28.7-mRNA-1	IPR026637
maker-54-augustus-gene-104.9-mRNA-1	IPR001108,IPR006639
maker-186-augustus-gene-5.21-mRNA-1	IPR000418,IPR006715
augustus_masked-115948-processed-gene-0.0-mRNA-1	IPR015570
maker-109-augustus-gene-51.2-mRNA-1	IPR011701,IPR020846
augustus_masked-4-processed-gene-232.16-mRNA-1	IPR003968,IPR005821,IPR028325
snap_masked-16-processed-gene-4.19-mRNA-1	IPR039241
snap_masked-265-processed-gene-0.55-mRNA-1	IPR001139,IPR033453
snap_masked-334-processed-gene-0.0-mRNA-1	IPR032448,IPR032451,IPR038044
augustus_masked-109140-processed-gene-0.1-mRNA-1	IPR001452
maker-99-augustus-gene-76.2-mRNA-1	IPR001190,IPR012938,IPR017448,IPR018143
snap_masked-48-processed-gene-19.5-mRNA-1	IPR002889
maker-68-augustus-gene-46.11-mRNA-1	IPR007603
snap_masked-15-processed-gene-39.4-mRNA-1	IPR011498
snap_masked-113112-processed-gene-2.12-mRNA-1	IPR002999,IPR012603
snap_masked-109-processed-gene-36.5-mRNA-1	IPR001523,IPR033204
maker-266-snap-gene-0.4-mRNA-1	IPR018791
maker-70-snap-gene-14.12-mRNA-1	IPR000742,IPR019791,IPR029580
augustus_masked-245208-processed-gene-0.2-mRNA-1	IPR001650,IPR011545,IPR014001,IPR032190
maker-133-snap-gene-8.3-mRNA-1	IPR000504
maker-56-snap-gene-16.13-mRNA-1	IPR002575,IPR006439
maker-145-snap-gene-14.26-mRNA-1	IPR025980
snap_masked-109-processed-gene-29.3-mRNA-1	IPR013087,IPR042972
augustus_masked-11-processed-gene-59.2-mRNA-1	IPR002475,IPR003093,IPR013278,IPR026298
maker-99-augustus-gene-94.7-mRNA-1	IPR007967,IPR037395
maker-295-augustus-gene-38.3-mRNA-1	IPR000836
snap_masked-31-processed-gene-48.3-mRNA-1	IPR013618
maker-59-augustus-gene-56.14-mRNA-1	IPR003689
maker-126-augustus-gene-1.24-mRNA-1	IPR001981,IPR017913,IPR017914
maker-229-snap-gene-9.20-mRNA-1	IPR002478,IPR005155,IPR040598
maker-267-augustus-gene-0.11-mRNA-1	IPR001356,IPR008422,IPR032453
maker-38-augustus-gene-1.23-mRNA-1	IPR001365,IPR006329,IPR029770
maker-3-snap-gene-71.7-mRNA-1	IPR000719
maker-291-snap-gene-15.16-mRNA-1	IPR008661
augustus_masked-32-processed-gene-71.3-mRNA-1	IPR001878
maker-22-augustus-gene-12.4-mRNA-1	IPR000742,IPR001791,IPR001881,IPR003961,IPR013032
augustus_masked-241572-processed-gene-0.0-mRNA-1	IPR034907
maker-40-snap-gene-7.35-mRNA-1	IPR000834,IPR015567
maker-13-augustus-gene-73.11-mRNA-1	IPR020471,IPR023210
maker-172-snap-gene-30.7-mRNA-1	IPR002501,IPR039048
maker-26-augustus-gene-33.7-mRNA-1	IPR001452,IPR001660,IPR021090
maker-126-augustus-gene-2.41-mRNA-1	IPR028364
maker-32-augustus-gene-124.2-mRNA-1	IPR002885,IPR019266,IPR034913
snap_masked-368-processed-gene-6.0-mRNA-1	IPR001611,IPR003591
snap_masked-7-processed-gene-112.3-mRNA-1	IPR000980
maker-112860-augustus-gene-0.10-mRNA-1	IPR007919
maker-20-augustus-gene-43.4-mRNA-1	IPR000719
maker-9-augustus-gene-49.39-mRNA-1	IPR003109,IPR003116,IPR016137,IPR030776
maker-15-snap-gene-9.0-mRNA-1	IPR032453
augustus_masked-7-processed-gene-252.4-mRNA-1	IPR000859
maker-172-snap-gene-19.5-mRNA-1	IPR000034
maker-1-augustus-gene-159.9-mRNA-1	IPR001614
snap_masked-48-processed-gene-7.13-mRNA-1	IPR006899,IPR039066
maker-64-snap-gene-39.5-mRNA-1	IPR040108
maker-39-augustus-gene-62.0-mRNA-1	IPR000542,IPR039551
maker-238-snap-gene-29.7-mRNA-1	IPR004910,IPR034752
augustus_masked-349-processed-gene-0.2-mRNA-1	IPR011489
maker-7-augustus-gene-69.0-mRNA-1	IPR002931,IPR006588,IPR018997
maker-168-augustus-gene-12.1-mRNA-1	IPR002730
maker-6-augustus-gene-346.6-mRNA-1	IPR003109,IPR003116,IPR016137
augustus_masked-111642-processed-gene-0.2-mRNA-1	IPR002119,IPR007125,IPR032454
snap_masked-84-processed-gene-3.21-mRNA-1	IPR000320,IPR001657,IPR033385
maker-108940-augustus-gene-0.1-mRNA-1	IPR007526,IPR033497
maker-54-snap-gene-122.2-mRNA-1	IPR001849
maker-32-augustus-gene-4.13-mRNA-1	IPR027830,IPR027865
maker-132-augustus-gene-11.10-mRNA-1	IPR026627
maker-16-augustus-gene-77.19-mRNA-1	IPR001285,IPR008253
maker-99-augustus-gene-76.0-mRNA-1	IPR000719,IPR022049,IPR042983
augustus_masked-0start-processed-gene-304.3-mRNA-1	IPR001148,IPR023561
augustus_masked-18-processed-gene-70.0-mRNA-1	IPR022742
augustus_masked-112890-processed-gene-0.2-mRNA-1	IPR000640,IPR005517
maker-18-augustus-gene-24.16-mRNA-1	IPR029624,IPR029625
maker-306-augustus-gene-5.54-mRNA-1	IPR003378
maker-456-snap-gene-0.4-mRNA-1	IPR000313,IPR037385
snap_masked-326-processed-gene-4.4-mRNA-1	IPR027831
maker-1-augustus-gene-245.2-mRNA-1	IPR028014
augustus_masked-0start-processed-gene-19.17-mRNA-1	IPR000863
maker-39-snap-gene-117.2-mRNA-1	IPR003034,IPR025223,IPR025224,IPR025954
snap_masked-55-processed-gene-18.16-mRNA-1	IPR030516
maker-1-augustus-gene-277.2-mRNA-1	IPR004031,IPR026763
maker-236-augustus-gene-12.23-mRNA-1	IPR001171
augustus_masked-464-processed-gene-21.10-mRNA-1	IPR001033,IPR006077
maker-146-snap-gene-5.11-mRNA-1	IPR000719
snap_masked-134-processed-gene-0.14-mRNA-1	IPR030564
maker-262-snap-gene-0.4-mRNA-1	IPR037585
maker-228-snap-gene-2.11-mRNA-1	IPR009081
maker-51-augustus-gene-6.15-mRNA-1	IPR008253,IPR013295
maker-112814-snap-gene-0.3-mRNA-1	IPR000539,IPR015526,IPR017981,IPR020067,IPR026544
maker-39-augustus-gene-113.1-mRNA-1	IPR001623,IPR029827
snap_masked-26-processed-gene-95.15-mRNA-1	IPR003599,IPR007110
maker-68-augustus-gene-34.4-mRNA-1	IPR002088
maker-153-augustus-gene-110.15-mRNA-1	IPR001202
maker-99-augustus-gene-78.9-mRNA-1	IPR019359
maker-231-snap-gene-15.1-mRNA-1	IPR001849,IPR039680,IPR039815
maker-3-augustus-gene-213.2-mRNA-1	IPR026205
maker-0start-augustus-gene-459.0-mRNA-1	IPR000210,IPR006652,IPR011705,IPR030568
augustus_masked-110525-processed-gene-0.2-mRNA-1	IPR006148,IPR039104
augustus_masked-99-processed-gene-119.15-mRNA-1	IPR001715,IPR008636,IPR027719
augustus_masked-15-processed-gene-0.1-mRNA-1	IPR019406,IPR039253
maker-8-snap-gene-281.3-mRNA-1	IPR001064
augustus_masked-345-processed-gene-0.14-mRNA-1	IPR017191
maker-268-augustus-gene-40.1-mRNA-1	IPR000367,IPR001019
maker-99-augustus-gene-23.2-mRNA-1	IPR000210,IPR013087
maker-8-augustus-gene-233.0-mRNA-1	IPR000068,IPR000337,IPR001828,IPR004073,IPR011500,IPR017978
maker-291-augustus-gene-11.1-mRNA-1	IPR013094
maker-394-snap-gene-3.4-mRNA-1	IPR024828,IPR024831
snap_masked-48-processed-gene-30.7-mRNA-1	IPR011489
maker-19-snap-gene-9.4-mRNA-1	IPR001818,IPR002477,IPR006026,IPR021190
maker-8-augustus-gene-279.5-mRNA-1	IPR018379,IPR033583
maker-169-snap-gene-0.27-mRNA-1	IPR001752,IPR027640,IPR028763
snap_masked-51-processed-gene-3.16-mRNA-1	IPR005108
maker-27-snap-gene-98.2-mRNA-1	IPR026172,IPR028010
maker-29-augustus-gene-59.4-mRNA-1	IPR029705
maker-50-snap-gene-4.35-mRNA-1	IPR000719
maker-18-augustus-gene-103.8-mRNA-1	IPR002553,IPR028269
snap_masked-31-processed-gene-44.6-mRNA-1	IPR000048,IPR000904,IPR001849,IPR033742
maker-113274-snap-gene-0.28-mRNA-1	IPR000380,IPR003601,IPR003602,IPR006171,IPR010666,IPR013497,IPR013498
maker-21-augustus-gene-15.10-mRNA-1	IPR000219,IPR001452,IPR004148
snap_masked-208-processed-gene-7.46-mRNA-1	IPR028558
augustus_masked-25-processed-gene-117.23-mRNA-1	IPR000483,IPR005492,IPR009039
snap_masked-56-processed-gene-8.1-mRNA-1	IPR032764,IPR040006
maker-5-augustus-gene-26.1-mRNA-1	IPR029651
maker-221-snap-gene-0.15-mRNA-1	IPR011124,IPR041006
maker-316-snap-gene-1.14-mRNA-1	IPR000219,IPR000306,IPR001849,IPR017455
maker-89-snap-gene-0.28-mRNA-1	IPR001806
snap_masked-397-processed-gene-1.11-mRNA-1	IPR004808,IPR005135
maker-6-augustus-gene-33.4-mRNA-1	IPR029399
augustus_masked-12-processed-gene-23.0-mRNA-1	IPR013087,IPR030452
maker-4-snap-gene-212.5-mRNA-1	IPR009449,IPR040351
maker-114-snap-gene-3.22-mRNA-1	IPR000242,IPR000387,IPR003595,IPR008356
maker-13-augustus-gene-98.1-mRNA-1	IPR013087
maker-295-snap-gene-6.15-mRNA-1	IPR000742,IPR009471,IPR028916
snap_masked-113156-processed-gene-0.16-mRNA-1	IPR007531
maker-39-augustus-gene-91.19-mRNA-1	IPR000198
snap_masked-265-processed-gene-0.80-mRNA-1	IPR001870,IPR003961
maker-7-augustus-gene-125.7-mRNA-1	IPR001452,IPR001849,IPR037781
maker-62-snap-gene-16.1-mRNA-1	IPR017233
maker-27-snap-gene-121.13-mRNA-1	IPR000719,IPR001611,IPR003591,IPR020683,IPR020859,IPR025875,IPR032171
maker-1-augustus-gene-149.7-mRNA-1	IPR016635,IPR022775
maker-109-augustus-gene-23.2-mRNA-1	IPR024512
maker-27-augustus-gene-46.0-mRNA-1	IPR009533
maker-361-augustus-gene-0.38-mRNA-1	IPR000198,IPR002219
maker-15-augustus-gene-50.16-mRNA-1	IPR008253,IPR013295
snap_masked-112916-processed-gene-0.17-mRNA-1	IPR009581,IPR024869
maker-387-snap-gene-0.0-mRNA-1	IPR006931,IPR031271
maker-48-augustus-gene-15.2-mRNA-1	IPR000210,IPR003131
snap_masked-75692-processed-gene-0.1-mRNA-1	IPR026732
maker-219-snap-gene-21.9-mRNA-1	IPR001680,IPR017986,IPR020472
maker-158-snap-gene-24.16-mRNA-1	IPR001452,IPR001478,IPR004172,IPR008144,IPR008145
maker-231-augustus-gene-2.19-mRNA-1	IPR000626,IPR022617
augustus_masked-59-processed-gene-97.6-mRNA-1	IPR000233,IPR002126,IPR039808
maker-68-augustus-gene-43.7-mRNA-1	IPR012577
maker-59-snap-gene-244.0-mRNA-1	IPR034607
snap_masked-264-processed-gene-0.10-mRNA-1	IPR012983
augustus_masked-275-processed-gene-2.24-mRNA-1	IPR001680,IPR015048,IPR015505,IPR017986,IPR027331
maker-0start-augustus-gene-153.5-mRNA-1	IPR013087
maker-10-snap-gene-74.0-mRNA-1	IPR008015,IPR017287
snap_masked-27-processed-gene-108.1-mRNA-1	IPR019372
snap_masked-14-processed-gene-37.9-mRNA-1	IPR001214,IPR003409,IPR017155
augustus_masked-456-processed-gene-0.22-mRNA-1	IPR009607,IPR019542,IPR024943
maker-8-augustus-gene-104.1-mRNA-1	IPR001606,IPR021906,IPR033388,IPR038040
snap_masked-22-processed-gene-54.5-mRNA-1	IPR001606,IPR023334
snap_masked-1-processed-gene-7.5-mRNA-1	IPR006993
maker-2-augustus-gene-40.15-mRNA-1	IPR001590,IPR001762,IPR002870,IPR032029
maker-7-augustus-gene-33.1-mRNA-1	IPR027892
maker-32-snap-gene-35.5-mRNA-1	IPR029699
maker-110093-snap-gene-0.0-mRNA-1	IPR006931,IPR034923
augustus_masked-23-processed-gene-24.11-mRNA-1	IPR001632,IPR001680,IPR016346,IPR017986,IPR020472
maker-26-snap-gene-33.11-mRNA-1	IPR013126
snap_masked-323-processed-gene-49.28-mRNA-1	IPR001019,IPR001408
maker-30-snap-gene-5.34-mRNA-1	IPR026258
snap_masked-229-processed-gene-8.50-mRNA-1	IPR000895,IPR023416
maker-6-augustus-gene-205.6-mRNA-1	IPR000702,IPR020040
augustus_masked-25-processed-gene-136.22-mRNA-1	IPR001849
maker-56-snap-gene-5.37-mRNA-1	IPR012942,IPR040044
maker-2-augustus-gene-34.0-mRNA-1	IPR000183,IPR002433,IPR022643,IPR022644
augustus_masked-22-processed-gene-30.1-mRNA-1	IPR002870
maker-7-snap-gene-243.3-mRNA-1	IPR000582
maker-0start-snap-gene-341.7-mRNA-1	IPR000233,IPR000742,IPR001791,IPR002126
maker-32-snap-gene-148.5-mRNA-1	IPR001597,IPR020581
maker-18-snap-gene-117.14-mRNA-1	IPR003598,IPR003599,IPR003961,IPR007110,IPR013098,IPR033011
augustus_masked-109-processed-gene-40.3-mRNA-1	IPR000276,IPR000586,IPR001116,IPR017452
maker-7-snap-gene-24.24-mRNA-1	IPR001623,IPR025640
augustus_masked-9-processed-gene-15.5-mRNA-1	IPR000276,IPR000611,IPR001358,IPR017452
maker-63-augustus-gene-1.4-mRNA-1	IPR001079,IPR030638
snap_masked-186-processed-gene-3.8-mRNA-1	IPR026752,IPR033297
maker-318-augustus-gene-19.6-mRNA-1	IPR004000
snap_masked-323-processed-gene-57.9-mRNA-1	IPR033305
maker-30-augustus-gene-3.14-mRNA-1	IPR000164,IPR007125
augustus_masked-309-processed-gene-0.8-mRNA-1	IPR006214
maker-158-snap-gene-50.13-mRNA-1	IPR001623,IPR013766
augustus_masked-186-processed-gene-5.2-mRNA-1	IPR007052,IPR012947,IPR018165
maker-25-augustus-gene-113.15-mRNA-1	IPR007863,IPR032632
maker-32-augustus-gene-187.16-mRNA-1	IPR004133,IPR006207,IPR016860
maker-112790-augustus-gene-1.29-mRNA-1	IPR000608
snap_masked-21-processed-gene-18.3-mRNA-1	IPR000742,IPR000998,IPR001881
maker-16-augustus-gene-113.0-mRNA-1	IPR001478
maker-238-augustus-gene-78.5-mRNA-1	IPR032704
snap_masked-6-processed-gene-177.2-mRNA-1	IPR006201,IPR006202
maker-368-augustus-gene-36.2-mRNA-1	IPR000095,IPR039056
maker-85-augustus-gene-6.17-mRNA-1	IPR013087,IPR040373
snap_masked-250037-processed-gene-0.3-mRNA-1	IPR003123
maker-435-snap-gene-5.10-mRNA-1	IPR004178,IPR013099,IPR015449
maker-12-augustus-gene-4.3-mRNA-1	IPR007677,IPR040460
snap_masked-0start-processed-gene-364.3-mRNA-1	IPR037831
maker-428-snap-gene-1.3-mRNA-1	IPR011021,IPR011022
maker-120-snap-gene-1.21-mRNA-1	IPR001478,IPR015098,IPR031197,IPR041489
snap_masked-172-processed-gene-8.25-mRNA-1	IPR013977
maker-133-augustus-gene-2.2-mRNA-1	IPR007531
maker-28-augustus-gene-60.18-mRNA-1	IPR002935
