maker-22-augustus-gene-57.1-mRNA-1	PR01405
maker-153-augustus-gene-16.3-mRNA-1	PR00320
augustus_masked-114-processed-gene-4.0-mRNA-1	PR00700
snap_masked-13-processed-gene-181.15-mRNA-1	PR00385,PR00463
maker-247498-snap-gene-0.0-mRNA-1	PR00169,PR01491
maker-21-snap-gene-53.10-mRNA-1	PR01764
maker-1-augustus-gene-182.2-mRNA-1	PR00965
augustus_masked-10-processed-gene-72.14-mRNA-1	PR00113
maker-227-augustus-gene-5.23-mRNA-1	PR00775
maker-25-snap-gene-90.19-mRNA-1	PR00262
maker-22-augustus-gene-27.0-mRNA-1	PR00007
maker-7-augustus-gene-256.12-mRNA-1	PR00013
maker-139-augustus-gene-1.13-mRNA-1	PR01463,PR01470
maker-181-snap-gene-1.4-mRNA-1	PR01768
maker-113100-snap-gene-0.15-mRNA-1	PR00714
maker-12-snap-gene-84.25-mRNA-1	PR01976,PR01981
augustus_masked-336-processed-gene-1.17-mRNA-1	PR00237,PR01103
augustus_masked-15-processed-gene-107.1-mRNA-1	PR00704
maker-38-snap-gene-10.1-mRNA-1	PR01497,PR01518
augustus_masked-249334-processed-gene-0.2-mRNA-1	PR00237,PR00246,PR00590
augustus_masked-370-processed-gene-3.1-mRNA-1	PR00802,PR00804
augustus_masked-35-processed-gene-12.0-mRNA-1	PR00237,PR01533,PR01902
maker-12-augustus-gene-40.4-mRNA-1	PR00261
maker-4-augustus-gene-206.3-mRNA-1	PR01936
snap_masked-171-processed-gene-16.10-mRNA-1	PR01638
maker-71-snap-gene-10.15-mRNA-1	PR00625
maker-84-augustus-gene-0.35-mRNA-1	PR00669
maker-361-snap-gene-0.24-mRNA-1	PR00077
augustus_masked-58-processed-gene-3.31-mRNA-1	PR00305
augustus_masked-51-processed-gene-5.4-mRNA-1	PR01537
snap_masked-268-processed-gene-32.4-mRNA-1	PR00669
maker-29-augustus-gene-1.13-mRNA-1	PR00612,PR00815
maker-153-snap-gene-16.12-mRNA-1	PR00170
snap_masked-1-processed-gene-314.4-mRNA-1	PR01079
maker-99-augustus-gene-47.0-mRNA-1	PR00380
maker-120-snap-gene-2.2-mRNA-1	PR01431
augustus_masked-112879-processed-gene-0.4-mRNA-1	PR00205
snap_masked-8-processed-gene-148.7-mRNA-1	PR00452
snap_masked-55-processed-gene-12.24-mRNA-1	PR00237,PR00424,PR00553
augustus_masked-26-processed-gene-97.2-mRNA-1	PR00028
maker-197-augustus-gene-14.4-mRNA-1	PR01243
maker-14-snap-gene-110.4-mRNA-1	PR00830
maker-374-snap-gene-8.1-mRNA-1	PR01932
augustus_masked-332-processed-gene-2.26-mRNA-1	PR00043
maker-184-augustus-gene-2.41-mRNA-1	PR00449
maker-67-augustus-gene-21.2-mRNA-1	PR00011
maker-59-augustus-gene-267.2-mRNA-1	PR01415
maker-6-snap-gene-362.5-mRNA-1	PR00109
maker-4-augustus-gene-292.0-mRNA-1	PR00119
maker-6-snap-gene-206.10-mRNA-1	PR00501
maker-112892-snap-gene-2.21-mRNA-1	PR00193
snap_masked-471-processed-gene-2.10-mRNA-1	PR00109
maker-112962-augustus-gene-3.3-mRNA-1	PR01969
maker-111642-snap-gene-0.15-mRNA-1	PR00624
augustus_masked-0start-processed-gene-129.8-mRNA-1	PR02050
maker-59-snap-gene-12.5-mRNA-1	PR00007
snap_masked-186-processed-gene-2.10-mRNA-1	PR00449
maker-15-augustus-gene-76.8-mRNA-1	PR00053
maker-290-augustus-gene-1.23-mRNA-1	PR00436,PR00437
augustus_masked-291-processed-gene-12.26-mRNA-1	PR00237,PR01157,PR01569
maker-256-snap-gene-0.21-mRNA-1	PR00024
maker-54-snap-gene-116.0-mRNA-1	PR00109
maker-1-augustus-gene-279.6-mRNA-1	PR01536,PR01537,PR01538
snap_masked-471-processed-gene-5.14-mRNA-1	PR00360
maker-112805-augustus-gene-0.28-mRNA-1	PR00010
maker-112892-augustus-gene-1.4-mRNA-1	PR00391
augustus_masked-22-processed-gene-30.3-mRNA-1	PR01047
augustus_masked-8-processed-gene-244.0-mRNA-1	PR00401,PR00452
maker-10-augustus-gene-28.6-mRNA-1	PR00237,PR01417
maker-49-augustus-gene-40.8-mRNA-1	PR01629
maker-111570-snap-gene-0.5-mRNA-1	PR00024
maker-38-augustus-gene-12.1-mRNA-1	PR00450
snap_masked-209-processed-gene-0.0-mRNA-1	PR01838
augustus_masked-29-processed-gene-38.2-mRNA-1	PR00389
maker-50-augustus-gene-5.24-mRNA-1	PR00380
augustus_masked-11-processed-gene-49.0-mRNA-1	PR00053
snap_masked-79-processed-gene-24.3-mRNA-1	PR01077
maker-64-augustus-gene-40.11-mRNA-1	PR00320
maker-295-augustus-gene-51.12-mRNA-1	PR00466
maker-435-augustus-gene-5.16-mRNA-1	PR00119
snap_masked-30-processed-gene-3.2-mRNA-1	PR01186
maker-129-augustus-gene-2.7-mRNA-1	PR00669
augustus_masked-230-processed-gene-2.35-mRNA-1	PR00237,PR00245
maker-47-snap-gene-38.13-mRNA-1	PR00360,PR00399
snap_masked-358-processed-gene-3.3-mRNA-1	PR01894
snap_masked-7-processed-gene-220.1-mRNA-1	PR00361,PR01350
maker-3-augustus-gene-83.13-mRNA-1	PR00014
maker-66-snap-gene-5.14-mRNA-1	PR00193
maker-468-augustus-gene-11.15-mRNA-1	PR00401
maker-130-augustus-gene-3.4-mRNA-1	PR00024,PR00031
maker-25-augustus-gene-119.1-mRNA-1	PR00390
snap_masked-241-processed-gene-4.23-mRNA-1	PR01248
maker-229-snap-gene-8.29-mRNA-1	PR00826
snap_masked-435-processed-gene-4.25-mRNA-1	PR00194
snap_masked-12-processed-gene-75.15-mRNA-1	PR01349
maker-113139-snap-gene-0.4-mRNA-1	PR00024
maker-320-augustus-gene-17.5-mRNA-1	PR00252,PR00253,PR01724
maker-9-augustus-gene-24.5-mRNA-1	PR00237,PR01565,PR01567
snap_masked-189-processed-gene-1.60-mRNA-1	PR00237,PR00643
maker-18-augustus-gene-107.10-mRNA-1	PR00319,PR00320
maker-13-snap-gene-29.3-mRNA-1	PR01301
augustus_masked-32-processed-gene-136.6-mRNA-1	PR00261
augustus_masked-54-processed-gene-150.7-mRNA-1	PR00828
maker-67-augustus-gene-22.25-mRNA-1	PR00237,PR01471
maker-367-augustus-gene-0.24-mRNA-1	PR01807
maker-253-augustus-gene-0.34-mRNA-1	PR00024,PR00031
maker-0start-augustus-gene-93.1-mRNA-1	PR00619
maker-55-augustus-gene-18.25-mRNA-1	PR00326
augustus_masked-4-processed-gene-232.17-mRNA-1	PR01498
augustus_masked-18-processed-gene-6.0-mRNA-1	PR00011
maker-152-snap-gene-4.0-mRNA-1	PR00080,PR00081
augustus_masked-6-processed-gene-372.3-mRNA-1	PR00024
augustus_masked-220-processed-gene-54.38-mRNA-1	PR00449
snap_masked-12-processed-gene-161.2-mRNA-1	PR00237
maker-245602-augustus-gene-0.14-mRNA-1	PR01415
maker-207-augustus-gene-7.3-mRNA-1	PR00258
maker-111179-augustus-gene-0.7-mRNA-1	PR00068
augustus_masked-8-processed-gene-265.1-mRNA-1	PR00237,PR00644,PR00649
snap_masked-28-processed-gene-11.25-mRNA-1	PR00391
maker-178-augustus-gene-0.3-mRNA-1	PR00385,PR00463,PR01683
maker-104-augustus-gene-0.19-mRNA-1	PR00024,PR00031
maker-67-snap-gene-19.1-mRNA-1	PR00619
maker-30-snap-gene-2.0-mRNA-1	PR00962
maker-320-augustus-gene-17.3-mRNA-1	PR01450
snap_masked-34-processed-gene-10.17-mRNA-1	PR00360,PR00399
maker-38-augustus-gene-7.12-mRNA-1	PR01349,PR01842
maker-442-augustus-gene-1.0-mRNA-1	PR01547
maker-95-snap-gene-7.46-mRNA-1	PR00320
maker-13-snap-gene-67.0-mRNA-1	PR00110
maker-9-augustus-gene-83.3-mRNA-1	PR00600
maker-85-augustus-gene-4.1-mRNA-1	PR00178
maker-374-augustus-gene-8.36-mRNA-1	PR01657,PR01659
maker-28-augustus-gene-8.9-mRNA-1	PR01307,PR01311
maker-47-snap-gene-4.0-mRNA-1	PR01573,PR01574
maker-22-snap-gene-41.25-mRNA-1	PR00255
maker-6-snap-gene-205.1-mRNA-1	PR00131
maker-109-augustus-gene-49.32-mRNA-1	PR00633
maker-19-augustus-gene-41.10-mRNA-1	PR00237,PR01012
maker-172-augustus-gene-8.9-mRNA-1	PR00767
maker-7-augustus-gene-122.13-mRNA-1	PR00024,PR00025
maker-398-augustus-gene-5.40-mRNA-1	PR01579
snap_masked-64-processed-gene-20.21-mRNA-1	PR00775
augustus_masked-30-processed-gene-11.3-mRNA-1	PR00449
maker-204-augustus-gene-0.25-mRNA-1	PR00625
maker-22-augustus-gene-40.12-mRNA-1	PR00709
snap_masked-126-processed-gene-14.25-mRNA-1	PR00792
maker-7-augustus-gene-182.3-mRNA-1	PR00597
maker-10-augustus-gene-67.45-mRNA-1	PR00786
maker-77-snap-gene-34.18-mRNA-1	PR00390,PR00401,PR00452
maker-26-snap-gene-99.4-mRNA-1	PR00213
maker-25-snap-gene-127.3-mRNA-1	PR00190
maker-11-augustus-gene-38.0-mRNA-1	PR00689
maker-113185-snap-gene-0.1-mRNA-1	PR00436,PR00437
maker-19-augustus-gene-17.8-mRNA-1	PR00544
maker-1-augustus-gene-278.1-mRNA-1	PR01084,PR01086
maker-112449-augustus-gene-0.9-mRNA-1	PR00895
maker-8-augustus-gene-245.5-mRNA-1	PR01270,PR01271
maker-10-augustus-gene-109.5-mRNA-1	PR00765
augustus_masked-291-processed-gene-10.0-mRNA-1	PR00237,PR00595,PR01157
augustus_masked-15-processed-gene-116.0-mRNA-1	PR01764
maker-323-augustus-gene-90.13-mRNA-1	PR00080,PR00081
maker-0start-augustus-gene-84.8-mRNA-1	PR00401,PR00452
augustus_masked-7-processed-gene-229.3-mRNA-1	PR00489
maker-24-augustus-gene-6.13-mRNA-1	PR00380
maker-1-snap-gene-320.9-mRNA-1	PR01790,PR01791
augustus_masked-248-processed-gene-1.15-mRNA-1	PR00328
maker-398-snap-gene-4.7-mRNA-1	PR00248,PR00592
maker-29-snap-gene-1.7-mRNA-1	PR00612,PR00815
snap_masked-387-processed-gene-0.7-mRNA-1	PR01604
maker-37-snap-gene-15.0-mRNA-1	PR02068
snap_masked-220-processed-gene-18.9-mRNA-1	PR00886
maker-10-snap-gene-24.24-mRNA-1	PR00171
augustus_masked-14-processed-gene-111.8-mRNA-1	PR01356
augustus_masked-291-processed-gene-9.0-mRNA-1	PR00449
augustus_masked-95-processed-gene-3.27-mRNA-1	PR00109
maker-398-snap-gene-22.0-mRNA-1	PR00062
maker-12-augustus-gene-16.8-mRNA-1	PR00124
maker-34-snap-gene-28.8-mRNA-1	PR00306
maker-25-snap-gene-37.12-mRNA-1	PR00510
augustus_masked-16-processed-gene-35.12-mRNA-1	PR00111
maker-323-augustus-gene-69.12-mRNA-1	PR00320
maker-9-snap-gene-68.3-mRNA-1	PR01932
maker-67-snap-gene-8.26-mRNA-1	PR00457
maker-4-snap-gene-73.3-mRNA-1	PR00846,PR00848
augustus_masked-87-processed-gene-4.14-mRNA-1	PR00715
maker-448-augustus-gene-2.5-mRNA-1	PR00387
maker-13-augustus-gene-122.2-mRNA-1	PR00237,PR01527,PR01560
maker-16-snap-gene-134.1-mRNA-1	PR00318
maker-54-augustus-gene-51.10-mRNA-1	PR00080,PR00081
maker-54-augustus-gene-80.5-mRNA-1	PR00480
maker-40-snap-gene-1.41-mRNA-1	PR00449
maker-109-augustus-gene-83.6-mRNA-1	PR00013
maker-19-augustus-gene-17.9-mRNA-1	PR00398
maker-21-augustus-gene-55.9-mRNA-1	PR01415
maker-23-augustus-gene-26.5-mRNA-1	PR00178
maker-112432-augustus-gene-1.9-mRNA-1	PR00722
maker-6-augustus-gene-234.5-mRNA-1	PR00205
maker-182-augustus-gene-0.18-mRNA-1	PR00395
maker-4-snap-gene-138.21-mRNA-1	PR00237,PR00896
augustus_masked-32-processed-gene-199.3-mRNA-1	PR00452
snap_masked-265-processed-gene-0.57-mRNA-1	PR00843
maker-249123-augustus-gene-0.4-mRNA-1	PR01248
maker-12-augustus-gene-37.39-mRNA-1	PR00153
maker-2-augustus-gene-261.0-mRNA-1	PR01415
maker-13-augustus-gene-182.10-mRNA-1	PR00094
maker-95-augustus-gene-6.49-mRNA-1	PR00888,PR00889
augustus_masked-12-processed-gene-124.0-mRNA-1	PR01705
maker-6-augustus-gene-234.4-mRNA-1	PR00405
maker-110990-snap-gene-0.6-mRNA-1	PR00633
maker-106-augustus-gene-10.10-mRNA-1	PR00837
maker-15-augustus-gene-75.7-mRNA-1	PR00237,PR00373,PR01143
maker-107-snap-gene-1.19-mRNA-1	PR00454
maker-54-augustus-gene-7.14-mRNA-1	PR00449
maker-13-snap-gene-182.14-mRNA-1	PR00053
augustus_masked-208-processed-gene-2.36-mRNA-1	PR00457
maker-26-augustus-gene-100.6-mRNA-1	PR00252,PR00253
maker-29-augustus-gene-57.4-mRNA-1	PR01504
maker-28-augustus-gene-64.7-mRNA-1	PR01740
augustus_masked-7-processed-gene-218.3-mRNA-1	PR00759
maker-80-augustus-gene-17.16-mRNA-1	PR00261
augustus_masked-1-processed-gene-317.2-mRNA-1	PR01698
augustus_masked-10-processed-gene-142.3-mRNA-1	PR00628
maker-39-augustus-gene-10.9-mRNA-1	PR01908,PR01909
maker-29-snap-gene-103.20-mRNA-1	PR01130
maker-112810-snap-gene-0.1-mRNA-1	PR00259
augustus_masked-31-processed-gene-26.4-mRNA-1	PR00503
maker-6-augustus-gene-280.7-mRNA-1	PR00481
maker-283-snap-gene-3.20-mRNA-1	PR01741
maker-47-snap-gene-1.5-mRNA-1	PR00385,PR00463
maker-16-augustus-gene-105.19-mRNA-1	PR00053
augustus_masked-129-processed-gene-2.19-mRNA-1	PR00978
maker-95-snap-gene-8.21-mRNA-1	PR00722
maker-433-augustus-gene-0.6-mRNA-1	PR00450
maker-114-snap-gene-0.3-mRNA-1	PR00837
maker-1-snap-gene-109.11-mRNA-1	PR00106
augustus_masked-35-processed-gene-41.7-mRNA-1	PR00205
maker-28-snap-gene-66.32-mRNA-1	PR01770
maker-16-augustus-gene-55.3-mRNA-1	PR00503
maker-54-augustus-gene-99.10-mRNA-1	PR00380
augustus_masked-111563-processed-gene-0.5-mRNA-1	PR00320
maker-18-augustus-gene-84.6-mRNA-1	PR00387
maker-32-augustus-gene-213.4-mRNA-1	PR00904
maker-0start-snap-gene-134.5-mRNA-1	PR00449
maker-227-augustus-gene-15.6-mRNA-1	PR00014
maker-95-snap-gene-1.31-mRNA-1	PR00047,PR00398,PR01282
maker-114-snap-gene-0.9-mRNA-1	PR00449
maker-18-snap-gene-105.2-mRNA-1	PR01771
maker-18-augustus-gene-16.1-mRNA-1	PR01415
maker-368-augustus-gene-34.2-mRNA-1	PR00018,PR00109
snap_masked-16-processed-gene-47.12-mRNA-1	PR00011
maker-0start-augustus-gene-262.3-mRNA-1	PR00047,PR00398,PR01282
maker-13-augustus-gene-104.0-mRNA-1	PR00024
maker-49-augustus-gene-36.23-mRNA-1	PR00895
maker-22-augustus-gene-47.19-mRNA-1	PR00625
augustus_masked-43-processed-gene-34.15-mRNA-1	PR02050
maker-8-augustus-gene-43.3-mRNA-1	PR01703
augustus_masked-72-processed-gene-7.0-mRNA-1	PR00219
maker-23-augustus-gene-18.3-mRNA-1	PR00747
augustus_masked-19-processed-gene-66.2-mRNA-1	PR00248,PR01055
maker-0start-augustus-gene-105.7-mRNA-1	PR00237,PR01471
maker-243-snap-gene-4.6-mRNA-1	PR00452,PR00499
maker-12-augustus-gene-145.8-mRNA-1	PR00024,PR00026
maker-349-snap-gene-0.6-mRNA-1	PR00109
maker-326-augustus-gene-16.10-mRNA-1	PR00724
maker-18-augustus-gene-102.1-mRNA-1	PR00385,PR00463
augustus_masked-50-processed-gene-4.17-mRNA-1	PR01862,PR01864
maker-323-augustus-gene-107.10-mRNA-1	PR00053
maker-9-snap-gene-49.9-mRNA-1	PR02050
maker-23-snap-gene-25.42-mRNA-1	PR00679
snap_masked-100320-processed-gene-0.2-mRNA-1	PR01407
maker-112563-augustus-gene-0.13-mRNA-1	PR00194
maker-197-snap-gene-21.29-mRNA-1	PR00419
maker-107-augustus-gene-2.12-mRNA-1	PR00449
maker-113-snap-gene-17.0-mRNA-1	PR01243
augustus_masked-4-processed-gene-339.27-mRNA-1	PR00970
snap_masked-110314-processed-gene-0.3-mRNA-1	PR00237,PR01102
augustus_masked-55-processed-gene-15.3-mRNA-1	PR00318,PR00441
snap_masked-12-processed-gene-191.6-mRNA-1	PR00261
maker-49-augustus-gene-28.10-mRNA-1	PR00007
augustus_masked-2-processed-gene-291.5-mRNA-1	PR00237
maker-39-snap-gene-37.15-mRNA-1	PR00153
maker-422-augustus-gene-24.10-mRNA-1	PR00452,PR01887
maker-20-augustus-gene-56.1-mRNA-1	PR00177
maker-241-augustus-gene-2.2-mRNA-1	PR00433,PR00434
maker-245246-snap-gene-0.1-mRNA-1	PR01185
snap_masked-186-processed-gene-0.18-mRNA-1	PR01869
maker-126-augustus-gene-4.1-mRNA-1	PR00454
maker-73-snap-gene-2.5-mRNA-1	PR00387
maker-272-augustus-gene-21.9-mRNA-1	PR00252,PR01620
augustus_masked-62-processed-gene-56.26-mRNA-1	PR00020,PR00480
maker-132-augustus-gene-7.14-mRNA-1	PR00069
maker-14-augustus-gene-35.8-mRNA-1	PR00454
maker-67-augustus-gene-22.29-mRNA-1	PR00326
maker-450-snap-gene-1.23-mRNA-1	PR00785
augustus_masked-275-processed-gene-7.8-mRNA-1	PR01301
augustus_masked-35-processed-gene-13.20-mRNA-1	PR00237,PR01157
augustus_masked-247320-processed-gene-0.9-mRNA-1	PR01320
maker-272-augustus-gene-14.12-mRNA-1	PR00380
maker-25-snap-gene-139.0-mRNA-1	PR00935
augustus_masked-397-processed-gene-1.18-mRNA-1	PR00245
maker-15-augustus-gene-121.12-mRNA-1	PR00987
maker-372-augustus-gene-2.0-mRNA-1	PR00248
maker-205-augustus-gene-13.1-mRNA-1	PR00453
maker-41-snap-gene-19.11-mRNA-1	PR00013
maker-153-augustus-gene-19.2-mRNA-1	PR00170
maker-3-snap-gene-61.7-mRNA-1	PR00721
maker-2-augustus-gene-80.2-mRNA-1	PR00457
snap_masked-46-processed-gene-0.3-mRNA-1	PR00237,PR00424
augustus_masked-9-processed-gene-12.8-mRNA-1	PR00626
augustus_masked-38-processed-gene-0.9-mRNA-1	PR00268,PR01913
maker-398-snap-gene-24.9-mRNA-1	PR01078
maker-34-augustus-gene-27.14-mRNA-1	PR00086
maker-111936-augustus-gene-0.1-mRNA-1	PR00109
snap_masked-241-processed-gene-1.23-mRNA-1	PR00081
maker-77-augustus-gene-33.2-mRNA-1	PR00416
maker-10-augustus-gene-108.12-mRNA-1	PR00422
maker-8-snap-gene-75.5-mRNA-1	PR00085
snap_masked-49-processed-gene-34.15-mRNA-1	PR01320,PR01326
maker-283-augustus-gene-14.6-mRNA-1	PR01453
maker-7-augustus-gene-90.1-mRNA-1	PR00503
maker-146-augustus-gene-6.0-mRNA-1	PR00503
maker-0start-snap-gene-289.12-mRNA-1	PR00377,PR00378
maker-6-augustus-gene-141.4-mRNA-1	PR00262
maker-272-augustus-gene-19.9-mRNA-1	PR00252,PR00253,PR01079
maker-291-snap-gene-8.12-mRNA-1	PR00786
maker-12-snap-gene-51.4-mRNA-1	PR00170
maker-99-augustus-gene-111.4-mRNA-1	PR00659
maker-32-snap-gene-204.3-mRNA-1	PR01857
maker-377-augustus-gene-32.16-mRNA-1	PR00700
maker-99-snap-gene-132.7-mRNA-1	PR00935
snap_masked-184-processed-gene-1.14-mRNA-1	PR00453
maker-8-snap-gene-119.2-mRNA-1	PR00249
maker-23-augustus-gene-32.12-mRNA-1	PR00014,PR00109
maker-16-snap-gene-30.11-mRNA-1	PR00619
snap_masked-113215-processed-gene-0.3-mRNA-1	PR00053
augustus_masked-62-processed-gene-7.2-mRNA-1	PR00169,PR01491,PR01494
maker-113257-augustus-gene-0.20-mRNA-1	PR00024,PR00031
maker-59-augustus-gene-56.16-mRNA-1	PR00805
snap_masked-428-processed-gene-3.9-mRNA-1	PR00109
maker-231-augustus-gene-21.3-mRNA-1	PR01077
maker-48-snap-gene-28.29-mRNA-1	PR01307
maker-22-snap-gene-40.46-mRNA-1	PR00709
maker-39-snap-gene-5.7-mRNA-1	PR00806
snap_masked-28-processed-gene-40.9-mRNA-1	PR00138
maker-252007-augustus-gene-0.5-mRNA-1	PR00452
maker-9-snap-gene-50.1-mRNA-1	PR00881,PR00883
maker-500-augustus-gene-3.15-mRNA-1	PR00259
maker-32-augustus-gene-143.0-mRNA-1	PR00109,PR01823,PR01825
augustus_masked-314-processed-gene-0.3-mRNA-1	PR01415
maker-229-augustus-gene-8.20-mRNA-1	PR00205
snap_masked-50-processed-gene-5.1-mRNA-1	PR00452
maker-7-augustus-gene-122.11-mRNA-1	PR00024
snap_masked-435-processed-gene-2.12-mRNA-1	PR00449
augustus_masked-39-processed-gene-65.7-mRNA-1	PR01211
snap_masked-143-processed-gene-1.12-mRNA-1	PR01832,PR01833
snap_masked-112879-processed-gene-0.1-mRNA-1	PR00205
maker-22-augustus-gene-26.5-mRNA-1	PR01415
augustus_masked-32-processed-gene-113.1-mRNA-1	PR00738
maker-68-augustus-gene-16.18-mRNA-1	PR00475
snap_masked-113-processed-gene-6.8-mRNA-1	PR00937
maker-442-snap-gene-1.10-mRNA-1	PR00109
maker-6-snap-gene-174.11-mRNA-1	PR00401,PR00452
maker-113257-augustus-gene-0.17-mRNA-1	PR00024
maker-21-snap-gene-42.21-mRNA-1	PR02106
maker-247426-snap-gene-0.0-mRNA-1	PR00176,PR01206
maker-418-augustus-gene-1.8-mRNA-1	PR00237,PR00242,PR00569
maker-47-snap-gene-18.13-mRNA-1	PR00801
maker-16-augustus-gene-146.1-mRNA-1	PR00047,PR00398
maker-146-augustus-gene-7.0-mRNA-1	PR00450
snap_masked-35-processed-gene-2.14-mRNA-1	PR00056
snap_masked-238-processed-gene-33.11-mRNA-1	PR00168,PR01606
maker-441-augustus-gene-1.11-mRNA-1	PR01307,PR01310
maker-22-augustus-gene-2.6-mRNA-1	PR00764,PR01705
snap_masked-171-processed-gene-8.4-mRNA-1	PR00022
maker-160-augustus-gene-8.22-mRNA-1	PR00252,PR00253,PR01620
maker-371-augustus-gene-14.8-mRNA-1	PR00721
maker-323-augustus-gene-109.19-mRNA-1	PR01873
augustus_masked-2-processed-gene-124.6-mRNA-1	PR01266
maker-17-snap-gene-50.8-mRNA-1	PR00196,PR00197
augustus_masked-0start-processed-gene-250.9-mRNA-1	PR00169,PR01491,PR01495,PR01515
augustus_masked-100-processed-gene-0.6-mRNA-1	PR00169,PR01491,PR01496
maker-142-snap-gene-43.13-mRNA-1	PR00205
augustus_masked-107598-processed-gene-0.1-mRNA-1	PR00237,PR00242
snap_masked-103423-processed-gene-0.0-mRNA-1	PR00237,PR00245
augustus_masked-337-processed-gene-1.4-mRNA-1	PR00700
maker-25-snap-gene-16.2-mRNA-1	PR00024,PR00031
augustus_masked-7-processed-gene-20.14-mRNA-1	PR00237,PR00645,PR00657
maker-205-augustus-gene-4.3-mRNA-1	PR01908
maker-10-augustus-gene-77.4-mRNA-1	PR00237,PR00651,PR01101
maker-158-augustus-gene-29.5-mRNA-1	PR00320
maker-0start-snap-gene-495.53-mRNA-1	PR00169,PR01459,PR01462
augustus_masked-398-processed-gene-23.19-mRNA-1	PR00248,PR00592
augustus_masked-103534-processed-gene-0.1-mRNA-1	PR02025
snap_masked-29-processed-gene-102.11-mRNA-1	PR00053
augustus_masked-39-processed-gene-68.2-mRNA-1	PR00237
maker-6-augustus-gene-311.0-mRNA-1	PR00024
snap_masked-490-processed-gene-0.6-mRNA-1	PR00237,PR00552
maker-58-snap-gene-4.2-mRNA-1	PR00398
maker-12-snap-gene-121.7-mRNA-1	PR01886
augustus_masked-371-processed-gene-15.11-mRNA-1	PR01857
maker-109-augustus-gene-55.6-mRNA-1	PR00398
maker-68-augustus-gene-6.0-mRNA-1	PR00115
augustus_masked-3-processed-gene-184.3-mRNA-1	PR00205
snap_masked-16-processed-gene-4.18-mRNA-1	PR00320
maker-13-augustus-gene-28.1-mRNA-1	PR01301
maker-8-snap-gene-170.12-mRNA-1	PR00661,PR00935
maker-18-augustus-gene-126.15-mRNA-1	PR00821,PR00824
snap_masked-68-processed-gene-65.3-mRNA-1	PR02050
maker-56-snap-gene-9.35-mRNA-1	PR00405
augustus_masked-112833-processed-gene-0.4-mRNA-1	PR00205
snap_masked-58-processed-gene-6.10-mRNA-1	PR00401,PR00452
snap_masked-230-processed-gene-2.16-mRNA-1	PR00245
maker-153-augustus-gene-73.6-mRNA-1	PR00320
maker-306-augustus-gene-5.53-mRNA-1	PR00080,PR00081
augustus_masked-153-processed-gene-97.2-mRNA-1	PR00041
augustus_masked-442-processed-gene-3.8-mRNA-1	PR00237
maker-3-snap-gene-55.5-mRNA-1	PR01097,PR01645
augustus_masked-4-processed-gene-193.5-mRNA-1	PR01901
maker-23-snap-gene-20.10-mRNA-1	PR00295
maker-112483-augustus-gene-0.3-mRNA-1	PR00463
maker-10-augustus-gene-139.4-mRNA-1	PR00320
maker-323-augustus-gene-45.5-mRNA-1	PR00723
maker-0start-augustus-gene-499.10-mRNA-1	PR00401
maker-153-augustus-gene-25.18-mRNA-1	PR01367
maker-4-augustus-gene-83.1-mRNA-1	PR01349
snap_masked-58-processed-gene-1.36-mRNA-1	PR01367
maker-4-augustus-gene-233.4-mRNA-1	PR00837,PR00838
maker-13-snap-gene-96.8-mRNA-1	PR00081
snap_masked-112961-processed-gene-0.11-mRNA-1	PR00661,PR00935
maker-12-augustus-gene-145.9-mRNA-1	PR00258
maker-12-snap-gene-50.3-mRNA-1	PR02031
maker-120-augustus-gene-0.35-mRNA-1	PR00320
augustus_masked-268-processed-gene-29.6-mRNA-1	PR00452
maker-160-snap-gene-6.21-mRNA-1	PR00252,PR00253,PR01160
snap_masked-19-processed-gene-108.0-mRNA-1	PR00700
augustus_masked-113223-processed-gene-0.26-mRNA-1	PR00205
maker-1-snap-gene-3.5-mRNA-1	PR00454
maker-16-augustus-gene-26.2-mRNA-1	PR00130
maker-368-augustus-gene-31.4-mRNA-1	PR00401
maker-429-snap-gene-1.21-mRNA-1	PR01185
maker-23-augustus-gene-20.19-mRNA-1	PR00295
maker-35-augustus-gene-22.10-mRNA-1	PR00891,PR00893
augustus_masked-35-processed-gene-18.0-mRNA-1	PR00028
maker-13-augustus-gene-226.0-mRNA-1	PR00764,PR01705
augustus_masked-28-processed-gene-32.0-mRNA-1	PR00489
augustus_masked-57-processed-gene-10.8-mRNA-1	PR00368,PR00469
maker-95-snap-gene-1.32-mRNA-1	PR00109,PR01823,PR01826
maker-2-augustus-gene-141.0-mRNA-1	PR00449
augustus_masked-31-processed-gene-32.1-mRNA-1	PR00167,PR01630,PR01635
snap_masked-67-processed-gene-10.10-mRNA-1	PR01461
augustus_masked-113035-processed-gene-0.19-mRNA-1	PR00322
augustus_masked-291-processed-gene-12.29-mRNA-1	PR00237,PR01157,PR01655
maker-67-augustus-gene-8.3-mRNA-1	PR00315
maker-32-augustus-gene-109.1-mRNA-1	PR01415
augustus_masked-30-processed-gene-1.9-mRNA-1	PR00237,PR01507,PR01783
maker-25-augustus-gene-89.15-mRNA-1	PR00869,PR00870
maker-32-augustus-gene-89.19-mRNA-1	PR00401,PR00678
maker-1-snap-gene-242.4-mRNA-1	PR00336
maker-10-snap-gene-70.12-mRNA-1	PR00756
maker-29-snap-gene-101.29-mRNA-1	PR00014
maker-56-snap-gene-5.31-mRNA-1	PR01367
snap_masked-153-processed-gene-95.5-mRNA-1	PR00489
